id,audio_file,endpoint_bool,midfiller,endfiller,transcript,recording_notes
092,hinglish_092.wav,false,true,false,"main soch raha tha ki, like, feature flag enable kar dein",Natural conversational delivery; include a uh hesitation where appropriate.
093,hinglish_093.wav,true,false,false,mera package kal tak deliver hona chahiye,Natural conversational delivery; include a actually hesitation where appropriate.
094,hinglish_094.wav,false,true,false,"kal ka schedule bhej do, matlab team calendar wala",Natural conversational delivery; include a matlab hesitation where appropriate.
095,hinglish_095.wav,true,false,false,"chalo, main baad mein call karta hoon",Natural conversational delivery; include a like hesitation where appropriate.
096,hinglish_096.wav,false,true,false,"mujhe courier track karna hai, actually AWB number abhi bhejta hoon",Natural conversational delivery; include a umm hesitation where appropriate.
097,hinglish_097.wav,true,false,false,"haan theek hai, main kal morning mein update bhej dunga",Natural conversational delivery; include a uh hesitation where appropriate.
098,hinglish_098.wav,false,true,false,"mujhe Hyderabad ka weather batao, actually wait, Bangalore bhi",Natural conversational delivery; include a actually hesitation where appropriate.
099,hinglish_099.wav,true,false,false,mujhe Hyderabad ka weather bata do,Natural conversational delivery; include a matlab hesitation where appropriate.
100,hinglish_100.wav,false,true,false,"um main report share karunga, matlab pehle ek cheez check kar loon",Natural conversational delivery; include a like hesitation where appropriate.
101,hinglish_101.wav,true,false,true,please is order ko cancel kar do,Natural conversational delivery; include a umm hesitation where appropriate.
102,hinglish_102.wav,false,true,false,"please invoice bhej do, uh, ek minute, new address add karna hai",Natural conversational delivery; include a uh hesitation where appropriate.
103,hinglish_103.wav,true,false,false,meeting ko Friday afternoon par shift kar dete hain,Natural conversational delivery; include a actually hesitation where appropriate.
104,hinglish_104.wav,false,true,false,"aaj standup mein main bolunga ki, like, deployment pending hai",Natural conversational delivery; include a matlab hesitation where appropriate.
105,hinglish_105.wav,true,false,false,main abhi payment complete kar raha hoon,Natural conversational delivery; include a like hesitation where appropriate.
106,hinglish_106.wav,false,true,false,"customer ko bolo ki refund, actually partial refund process hoga",Natural conversational delivery; include a umm hesitation where appropriate.
107,hinglish_107.wav,true,false,false,yeh option mujhe kaafi useful laga,Natural conversational delivery; include a uh hesitation where appropriate.
108,hinglish_108.wav,false,true,false,"main Delhi jaa raha hoon, matlab agar train confirm hui toh",Natural conversational delivery; include a actually hesitation where appropriate.
109,hinglish_109.wav,true,false,false,aap customer ko ek polite follow-up bhej do,Natural conversational delivery; include a matlab hesitation where appropriate.
110,hinglish_110.wav,false,true,false,"ye file upload kar do aur, um, uske baad validation run karna",Natural conversational delivery; include a like hesitation where appropriate.
111,hinglish_111.wav,true,false,true,Bangalore ka traffic aaj bahut heavy hai,Natural conversational delivery; include a umm hesitation where appropriate.
112,hinglish_112.wav,false,true,false,"mujhe analytics dashboard kholo, actually sales wala tab",Natural conversational delivery; include a uh hesitation where appropriate.
113,hinglish_113.wav,true,false,false,mujhe English mein summary chahiye,Natural conversational delivery; include a actually hesitation where appropriate.
114,hinglish_114.wav,false,true,false,"agar API fail ho rahi hai toh, uh, logs bhi dekh lena",Natural conversational delivery; include a matlab hesitation where appropriate.
115,hinglish_115.wav,true,false,false,"haan, is problem ka solution deploy kar do",Natural conversational delivery; include a like hesitation where appropriate.
116,hinglish_116.wav,false,true,false,"main soch raha tha ki, like, feature flag enable kar dein",Natural conversational delivery; include a umm hesitation where appropriate.
117,hinglish_117.wav,true,false,false,mera package kal tak deliver hona chahiye,Natural conversational delivery; include a uh hesitation where appropriate.
118,hinglish_118.wav,false,true,false,"kal ka schedule bhej do, matlab team calendar wala",Natural conversational delivery; include a actually hesitation where appropriate.
119,hinglish_119.wav,true,false,false,"chalo, main baad mein call karta hoon",Natural conversational delivery; include a matlab hesitation where appropriate.
120,hinglish_120.wav,false,true,false,"mujhe courier track karna hai, actually AWB number abhi bhejta hoon",Natural conversational delivery; include a like hesitation where appropriate.
